,title,parental_rating,rating_count,rating_value,year,runtime,budget,wwgross,bechdel_test,female_face_ratio
tt0087231,The Falcon and the Snowman,R,9861,6.8,1985,131,12000000,17130087,NotAvailable,0.21464936852545347
tt0093428,The Living Daylights,PG,82629,6.7,1987,130,40000000,51185897,NotAvailable,0.22971798950354605
tt0120082,Scream 2,R,148261,6.2,1997,120,24000000,172363301,3,0.3688777993141994
tt1524930,Vacation,R,89923,6.1,2015,99,31000000,104884188,3,0.5169098645354671
tt1219289,Limitless,PG-13,502394,7.4,2011,105,27000000,161849455,1,0.2950363226763876
tt0384806,The Amityville Horror,R,100932,6.0,2005,90,19000000,107516369,3,0.36490224251612896
tt3181822,The Boy Next Door,R,35674,4.7,2015,91,4000000,52425855,NotAvailable,0.5075782268339529
tt5941692,Miss Bala,PG-13,5825,5.7,2019,104,15000000,15383580,3,0.5163923826412776
tt0362227,The Terminal,PG-13,375000,7.3,2004,128,60000000,218685607,1,0.2742646918092105
tt0139414,Lake Placid,R,51804,5.7,1999,82,35000000,56870414,NotAvailable,0.3097234796
tt1137470,Accidental Love,PG-13,7245,4.1,2015,100,26000000,24487,NotAvailable,0.4685242223062662
tt0783233,Atonement,R,233148,7.8,2007,123,30000000,129266061,3,0.3643630523937553
tt0464154,Piranha 3D,R,82803,5.4,2010,88,24000000,83188165,NotAvailable,0.3979580835110294
tt0098503,The Toxic Avenger Part II,R,5774,5.1,1989,102,2300000,792966,NotAvailable,0.2985548599331104
tt0457939,The Holiday,PG-13,224926,6.9,2006,136,85000000,205135175,3,0.40476229512937945
tt1620935,Bleed for This,R,22791,6.8,2016,117,6000000,6698679,NotAvailable,0.3664326631021626
tt2465140,The Single Moms Club,PG-13,5495,5.3,2014,111,8000000,16337881,3,0.6372133503285189
tt1981128,Geostorm,PG-13,84091,5.3,2017,109,120000000,221600160,3,0.3878624713671
tt0299658,Chicago,PG-13,204806,7.1,2002,113,45000000,306776732,3,0.3839728067495855
tt7048622,L'insulte,R,12090,7.7,2017,113,3000000,3601603,NotAvailable,0.4018159650033784
tt0112688,Clockers,R,19302,6.9,1995,128,25000000,13071518,NotAvailable,0.22371085040123456
tt3182620,Bitter Harvest,R,3231,6.0,2017,103,20000000,904399,NotAvailable,0.40672847953703706
tt1298650,Pirates of the Caribbean: On Stranger Tides,PG-13,456575,6.6,2011,136,250000000,1045713802,1,0.3593049735816876
tt0111070,The Santa Clause,PG,87169,6.4,1994,97,22000000,189833357,1,0.3207005428905053
tt0263488,Jeepers Creepers,R,104933,6.2,2001,90,10000000,59371303,3,0.3981374068918919
tt2872724,Out of the Dark,R,3787,4.8,2014,92,10000000,1437650,3,0.5023171713786592
tt0817230,Valentine's Day,PG-13,108589,5.7,2010,125,52000000,216485654,3,0.4038282245862069
tt7634968,What Men Want,R,14675,5.1,2019,117,20000000,72216294,1,0.5329748026068712
tt0449086,Dominion: Prequel to the Exorcist,R,9933,5.2,2005,117,30000000,251495,NotAvailable,0.23287647015267174
tt1270761,Don't Be Afraid of the Dark,R,45176,5.6,2010,99,25000000,36993168,3,0.3945172786025105
tt0105636,Trespass,R,9518,6.3,1992,101,14000000,13249535,NotAvailable,0.1705254576943463
tt0354595,The Game of Their Lives,PG,2984,6.1,2005,101,20000000,388998,NotAvailable,0.222147303105474
tt2194499,About Time,R,274757,7.8,2013,123,12000000,87100449,3,0.3788035582909381
tt0268995,The Majestic,PG,50376,6.9,2001,152,72000000,37317558,1,0.2388056255276753
tt0800240,Deception,R,36605,6.1,2008,107,25000000,17741298,1,0.3231734755152672
tt0170016,How the Grinch Stole Christmas,PG,187416,6.1,2000,104,123000000,345141403,3,0.4169916009803922
tt0228786,Les rivières pourpres,R,55266,6.9,2000,106,14000000,60103680,NotAvailable,0.2358772088967287
tt3824458,Tangerine,R,24038,7.1,2015,88,100000,828874,3,0.531756780659155
tt2058107,The Railway Man,R,35264,7.1,2013,116,18000000,22320893,0,0.27622053863636364
tt4258698,Southside with You,PG-13,7457,6.4,2016,84,1500000,6512004,2,0.5004614356382145
tt2096672,Dumb and Dumber To,PG-13,121558,5.6,2014,109,40000000,169837010,3,0.4726486273947369
tt0377092,Mean Girls,PG-13,309693,7.0,2004,97,17000000,128970716,3,0.4631427828303211
tt0124819,Orgazmo,NC-17,33234,6.1,1997,94,1000000,602302,1,0.2830342870170828
tt1212436,The Back-up Plan,PG-13,46786,5.3,2010,104,35000000,77477008,3,0.4396456991983471
tt1206885,Rambo: Last Blood,R,28046,6.5,2019,89,50000000,87041796,NotAvailable,0.44399953795954267
tt3741700,Godzilla: King of the Monsters,PG-13,99327,6.1,2019,132,170000000,385900138,3,0.4008532903015428
tt0114898,Waterworld,PG-13,170540,6.2,1995,135,175000000,264218220,2,0.2698545609353575
tt1431045,Deadpool,R,847314,8.0,2016,108,58000000,782612155,1,0.4065856576114206
tt1477834,Aquaman,PG-13,313458,7.0,2018,143,160000000,1148161807,3,0.4088922972247706
tt0265666,The Royal Tenenbaums,R,250607,7.6,2001,110,21000000,71441250,3,0.2937777334917556
tt0099587,Flight of the Intruder,PG-13,5965,5.8,1991,115,35000000,14587732,NotAvailable,0.20114002562385655
tt1704573,Bernie,PG-13,54544,6.8,2011,104,5000000,10173061,1,0.3351737294837884
tt0105691,Under Suspicion,R,3283,6.5,1991,99,6000000,221295,NotAvailable,0.21366707477403848
tt0443632,The Sentinel,PG-13,46368,6.1,2006,108,60000000,77920346,NotAvailable,0.27123613702439026
tt0119896,Picture Perfect,PG-13,18076,5.5,1997,105,10000000,44332015,3,0.37400614347617617
tt1117581,Arena,R,11277,4.8,2011,94,10000000,4800,NotAvailable,0.3581268317155506
tt0099385,Death Warrant,R,16055,5.7,1990,89,4000000,16853487,NotAvailable,0.2294326738686567
tt1232200,That's My Boy,R,85219,5.5,2012,116,70000000,57719093,1,0.3669068130707528
tt5095030,Ant-Man and the Wasp,PG-13,268065,7.1,2018,118,162000000,622674139,3,0.42228295453125
tt0117008,Matilda,PG,115792,6.9,1996,102,36000000,33459416,3,0.3686011903366264
tt0162677,Summer of Sam,R,34542,6.7,1999,142,22000000,19288130,NotAvailable,0.31286858150406505
tt0369339,Collateral,R,340934,7.5,2004,120,65000000,217663246,1,0.2158727993109244
tt0893402,Franklyn,R,16365,6.2,2008,98,12000000,1279576,2,0.3373746140625
tt1234721,RoboCop,PG-13,208733,6.2,2014,117,100000000,242688965,2,0.3923116983137255
tt0864761,The Duchess,PG-13,73931,6.9,2008,110,26856426,43306325,3,0.4233869518637789
tt3127022,The Bookshop,PG,9523,6.5,2017,113,5400000,12055868,NotAvailable,0.5661442476998171
tt0119558,Lolita,R,48276,6.9,1997,137,62000000,1071255,NotAvailable,0.2828076623772183
tt0106761,Double Dragon,PG-13,10634,3.7,1994,96,7850000,2341309,NotAvailable,0.2891619382222222
tt1723121,We're the Millers,R,379847,7.0,2013,110,37000000,269994119,3,0.3976354895782192
tt1712192,Message from the King,R,10134,6.4,2016,102,10000000,315132,NotAvailable,0.3691783870221904
tt2978102,Term Life,R,6191,5.5,2016,93,16500000,243793,NotAvailable,0.4107954332699956
tt0120667,Fantastic Four,PG-13,301313,5.7,2005,106,100000000,330120875,1,0.28353222853281856
tt0329774,xXx: State of the Union,PG-13,64821,4.4,2005,101,60000000,71022693,NotAvailable,0.2537413802527076
tt1758692,Like Crazy,PG-13,56623,6.7,2011,86,250000,3852409,3,0.4115288465896981
tt0175142,Scary Movie,R,219825,6.2,2000,88,19000000,278019771,3,0.4111095910715624
tt3569230,Legend,R,143956,6.9,2015,132,30000000,42972994,3,0.4016677608116883
tt6127004,Paradise Hills,TV-14,4299,6.0,2019,95,6876751,300632,NotAvailable,0.6331990283474577
tt0338096,Dirty Dancing: Havana Nights,PG-13,25570,6.0,2004,86,25000000,27685016,3,0.3529599121903052
tt4254584,Kicks,R,3877,6.4,2016,80,2000000,150191,NotAvailable,0.4302305705882353
tt1091751,The Longshots,PG,3659,5.3,2008,94,23000000,11767866,NotAvailable,0.3544378576015108
tt0465142,American Dreamz,PG-13,23835,5.4,2006,107,17000000,16458459,NotAvailable,0.3289553067097799
tt4383594,Nine Lives,PG,19175,5.3,2016,87,30000000,57814445,NotAvailable,0.5012875775023474
tt0890870,Saw IV,R,133669,5.9,2007,93,10000000,139352633,3,0.2606723627565393
tt0095253,The Great Outdoors,PG,36454,6.7,1988,91,24000000,43455230,NotAvailable,0.29683380304290136
tt0092240,The Wraith,PG-13,13537,6.0,1986,93,2700000,3500000,NotAvailable,0.2896869317562189
tt0257360,About Schmidt,R,118635,7.1,2002,125,30000000,105834556,1,0.2825529111055277
tt0137363,Arlington Road,R,77754,7.2,1999,117,31000000,41067311,NotAvailable,0.30815018478547856
tt1032815,"I Love You, Beth Cooper",PG-13,32269,5.3,2009,102,18000000,15821907,NotAvailable,0.4074012860643456
tt2933544,5 Flights Up,PG-13,8312,6.2,2014,88,6000000,3679847,3,0.5624483685268215
tt1205537,Jack Ryan: Shadow Recruit,PG-13,117069,6.2,2014,105,60000000,135503748,1,0.35291587316546763
tt0120179,Speed 2: Cruise Control,PG-13,71022,3.9,1997,121,160000000,164508066,NotAvailable,0.2840047648976608
tt0142342,Big Daddy,PG-13,188818,6.4,1999,93,34200000,234801895,NotAvailable,0.30163267722154224
tt1798243,Rudderless,R,16652,7.5,2014,105,5000000,546149,NotAvailable,0.4064015439346812
tt1893256,Hummingbird,R,62597,6.2,2013,100,20000000,12671109,NotAvailable,0.3092603389446064
tt3289724,Welcome to Marwen,PG-13,13735,6.1,2018,116,39000000,13061491,2,0.4892111470173874
tt1151922,Miss March,R,20217,5.0,2009,90,6000000,4591629,NotAvailable,0.3643864657476635
tt1179056,A Nightmare on Elm Street,R,87510,5.2,2010,95,35000000,115664037,3,0.4154476472795969
tt1135985,Sex Drive,R,80743,6.5,2008,109,19000000,18755936,NotAvailable,0.3646862404870466
tt1800241,American Hustle,R,425766,7.2,2013,138,40000000,251171807,3,0.3387763845137342
tt1981677,Pitch Perfect,PG-13,262234,7.2,2012,112,17000000,115350426,3,0.4762676426508742
tt0816711,World War Z,PG-13,565841,7.0,2013,116,190000000,540007876,3,0.278026853602115
tt1396484,It,R,410429,7.3,2017,135,35000000,700449318,3,0.4845444406339657
tt4361050,Ouija: Origin of Evil,PG-13,49270,6.1,2016,99,9000000,81705746,3,0.549351328877551
tt1155056,"I Love You, Man",R,187765,7.0,2009,105,40000000,91636986,2,0.3431349778154473
tt1408101,Star Trek Into Darkness,PG-13,450237,7.7,2013,132,190000000,467365246,1,0.23867753617892976
tt1103275,Two Lovers,R,35102,7.0,2008,110,9800000,16303643,NotAvailable,0.3235398659876889
tt0387514,Prime,PG-13,38555,6.2,2005,105,22000000,67937494,NotAvailable,0.406650708917678
tt0465670,Wilderness,R,8907,6.1,2006,93,5162578,566098,NotAvailable,0.20854924744471745
tt2555736,The Second Best Exotic Marigold Hotel,PG,29639,6.6,2015,122,10000000,85978266,3,0.4865915917168189
tt0092632,The Believers,R,5738,6.1,1987,114,13000000,18753438,NotAvailable,0.26780595125
tt0250468,Killing Me Softly,R,16436,5.5,2002,100,25000000,7775138,NotAvailable,0.4200372128230981
tt0800069,The Hills Have Eyes II,R,58339,5.1,2007,89,15000000,37466538,NotAvailable,0.2797479051724138
tt0128853,You've Got Mail,PG,181438,6.6,1998,119,65000000,250821495,3,0.3197599744296228
tt0106393,Best of the Best II,R,4965,5.5,1993,101,7000000,6608687,NotAvailable,0.22408470041903775
tt0120188,Three Kings,R,154555,7.1,1999,114,75000000,107752036,NotAvailable,0.2288345332524272
tt1000774,Sex and the City,R,111929,5.6,2008,145,65000000,415253641,3,0.4992250547560528
tt1369706,The Ward,R,38866,5.6,2010,89,10000000,52965,3,0.4884936182659809
tt1233227,Saw VI,R,95630,6.0,2009,90,11000000,68233629,NotAvailable,0.32663507763121546
tt1692486,Carnage,R,113526,7.2,2011,80,25000000,27603069,3,0.4037768769908815
tt0264395,Basic,R,56934,6.5,2003,98,50000000,42792561,3,0.2821947042540495
tt0988045,Sherlock Holmes,PG-13,557607,7.6,2009,128,90000000,524028679,1,0.2757105004634526
tt0366551,Harold & Kumar Go to White Castle,R,174509,7.1,2004,88,9000000,23936908,3,0.224982873876161
tt1082886,The Wackness,R,29325,7.0,2008,99,6000000,3175469,NotAvailable,0.3569824624437086
tt2482856,The Church,PG-13,119,2.8,2018,81,1000000,772000,NotAvailable,0.470079326438999
tt3296908,HHhH,R,11868,6.4,2017,120,29290784,4412639,1,0.4055462353200746
tt0477302,Extremely Loud & Incredibly Close,PG-13,94220,6.9,2011,129,40000000,55247881,2,0.3690052908439561
tt0245844,The Count of Monte Cristo,PG-13,122465,7.8,2002,131,35000000,75395048,NotAvailable,0.2512715698332465
tt0903657,Love & Mercy,PG-13,33054,7.4,2014,121,10000000,28641776,2,0.4623322968206757
tt2072233,Sleepless,R,26837,5.6,2017,95,30000000,32917353,NotAvailable,0.38979665159929705
tt0431197,The Kingdom,R,113679,7.0,2007,110,70000000,86658558,NotAvailable,0.2492221956854257
tt4046784,Maze Runner: The Scorch Trials,PG-13,206607,6.3,2015,131,61000000,312296056,3,0.38030379
tt4602066,The Catcher Was a Spy,R,5670,6.2,2018,98,14000000,953953,NotAvailable,0.341765600139165
tt0415778,End Game,R,4955,5.1,2006,93,5000000,208101,NotAvailable,0.3038229859550562
tt0215750,Enemy at the Gates,R,229146,7.6,2001,131,68000000,96976270,NotAvailable,0.24111401328057555
tt1800246,That Awkward Moment,R,93794,6.1,2014,94,8000000,40468955,3,0.4436103294661017
tt1486185,Red Riding Hood,PG-13,103809,5.4,2011,100,42000000,89162162,3,0.3654225165849673
tt1136608,District 9,R,613945,7.9,2009,112,30000000,210819611,1,0.30999807755017306
tt0109444,Clear and Present Danger,PG-13,83671,6.9,1994,141,62000000,215887717,NotAvailable,0.21174118069486406
tt0097142,Dad,PG,4304,6.3,1989,117,19000000,29237250,NotAvailable,0.20635670617888646
tt1791682,While We're Young,R,42433,6.3,2014,97,10000000,21075757,3,0.4582879832146358
tt0400497,Herbie Fully Loaded,G,42946,4.8,2005,101,50000000,144146816,3,0.3870734264856661
tt0113957,The Net,PG-13,57538,5.9,1995,114,22000000,110627965,3,0.3371913141905793
tt1156398,Zombieland,R,484364,7.6,2009,88,23600000,102392080,3,0.357029478306674
tt0097257,Earth Girls Are Easy,PG,19039,5.3,1988,100,10000000,3916303,2,0.35330553480760524
tt7545524,Ben Is Back,R,13824,6.7,2018,103,13000000,10134204,3,0.5208621256755647
tt0101587,City Slickers,PG-13,45301,6.7,1991,113,27000000,179033791,3,0.2425875118490879
tt0120616,The Mummy,PG-13,372941,7.0,1999,124,80000000,415933406,1,0.2595166882133996
tt1440129,Battleship,PG-13,227934,5.8,2012,131,209000000,303025485,1,0.2769551167182497
tt1025100,Gemini Man,PG-13,30261,5.7,2019,117,138000000,172522091,1,0.3905409424514908
tt7816392,Lukas,R,3730,5.9,2018,94,7208974,530496,NotAvailable,0.35085916621454993
tt0295700,Wrong Turn,R,103238,6.1,2003,84,12600000,28650575,3,0.3458575406175515
tt0839980,Semi-Pro,R,75381,5.8,2008,91,55000000,43884230,NotAvailable,0.2746384454623005
tt0844286,The Brothers Bloom,PG-13,46938,6.8,2008,114,20000000,5530764,3,0.3626489617044649
tt7339792,Unbroken: Path to Redemption,PG-13,1743,5.7,2018,98,6000000,6216897,NotAvailable,0.4654893540754717
tt2345112,Parkland,PG-13,14314,6.3,2013,93,10000000,1412181,NotAvailable,0.2686890229026217
tt1985019,Austenland,PG-13,18250,6.3,2013,97,7959094,2313509,3,0.4468722606658933
tt5814060,The Nun,R,101997,5.3,2018,96,22000000,365550119,NotAvailable,0.4055433943985849
tt1321869,The Lovers,R,2928,4.5,2013,109,50000000,66428,NotAvailable,0.39547346596445376
tt0089572,The Mean Season,R,3458,6.1,1985,103,7000000,4349446,NotAvailable,0.19642345366456612
tt0102768,Regarding Henry,PG-13,27883,6.7,1991,108,25000000,43001500,NotAvailable,0.30129548031099873
tt0265086,Black Hawk Down,R,346318,7.7,2001,144,92000000,172989651,0,0.20307869213705
tt9024106,Unplanned,R,10892,5.8,2019,109,6000000,19320481,3,0.6280472665579959
tt1496422,The Paperboy,R,34433,5.8,2012,107,12500000,1353868,3,0.3616051292260062
tt0472062,Charlie Wilson's War,R,102691,7.0,2007,102,75000000,118475221,3,0.29643876484496123
tt0115783,Bulletproof,R,33578,5.8,1996,84,25000000,22611954,NotAvailable,0.2163729503236994
tt0328828,American Wedding,R,185845,6.3,2003,96,55000000,230990229,NotAvailable,0.3256897872631579
tt1661275,Their Finest,R,15897,6.8,2016,117,10858223,12597262,3,0.4846042670009582
tt7131622,Once Upon a Time... in Hollywood,R,252212,7.9,2019,161,90000000,371902216,3,0.4021230197302269
tt0799934,Be Kind Rewind,PG-13,86537,6.4,2008,102,20000000,30576510,1,0.3505147039668616
tt0185937,The Blair Witch Project,R,220956,6.5,1999,81,60000,248639099,3,0.32322814388429755
tt7374952,El Chicano,R,697,5.2,2018,108,8000000,1404646,NotAvailable,0.3314129278278973
tt4468740,Paddington 2,PG,49966,7.8,2017,103,40000000,227331938,3,0.4485390767205056
tt0368226,The Room,R,75298,3.7,2003,99,6000000,5581853,3,0.35275433793222954
tt0104187,Encino Man,PG,35471,5.8,1992,88,7000000,40693477,1,0.2699466594565217
tt2582500,Shut In,PG-13,11536,4.7,2016,91,10000000,13082071,NotAvailable,0.5989436238517746
tt0103064,Terminator 2: Judgment Day,R,936711,8.5,1991,137,102000000,520884847,3,0.26994435241028125
tt0775539,Stomp the Yard,PG-13,21236,5.4,2007,109,13000000,75511123,NotAvailable,0.2658283833948071
tt0105156,Poison Ivy,R,16328,5.4,1992,90,3000000,1829804,NotAvailable,0.4082034298122065
tt0367478,Wake of Death,R,8483,5.7,2004,91,14000000,456148,NotAvailable,0.2660016697236982
tt0107120,Hocus Pocus,PG,88273,6.8,1993,96,28000000,39514713,3,0.4161531830341055
tt0102526,New Jack City,R,29406,6.7,1991,97,8000000,47624353,NotAvailable,0.2082873043085433
tt2932536,47 Meters Down,PG-13,43163,5.6,2017,89,5300000,62187529,3,0.4817371005483029
tt0105399,Seong lung wui,PG-13,10365,6.5,1992,104,10000000,8359717,NotAvailable,0.2988456595027861
tt1079980,Death in Love,R,970,4.8,2008,97,3000000,23412,NotAvailable,0.3841984724549237
tt2473794,Mr. Turner,R,23121,6.8,2014,150,13583985,22179785,1,0.44976661576985855
tt0155776,Jawbreaker,R,22770,5.6,1999,87,3500000,3117085,3,0.4695904217534411
tt0844760,Starship Troopers 3: Marauder,R,21853,4.3,2008,105,9000000,415100,3,0.32438079491701244
tt1161864,The Rite,PG-13,87076,6.0,2011,114,37000000,96047633,3,0.2856632977038269
tt2503944,Burnt,R,98938,6.6,2015,101,20000000,36606743,NotAvailable,0.4251754009180188
tt1524575,The Vatican Tapes,PG-13,15225,5.0,2015,91,8000000,13015764,NotAvailable,0.4243410356956188
tt0115862,The Chamber,R,12097,6.0,1996,113,50000000,22540359,NotAvailable,0.2471344907086017
tt2309260,The Gallows,R,18248,4.2,2015,81,100000,42964410,NotAvailable,0.4933599935064935
tt0981227,Nick and Norah's Infinite Playlist,PG-13,85835,6.6,2008,90,10000000,33506644,3,0.3958075696121417
tt0327437,Around the World in 80 Days,PG,80282,5.9,2004,120,110000000,72178895,1,0.2897532436822773
tt0134630,Duets,R,8882,6.1,2000,112,21000000,6620242,NotAvailable,0.30975303152532035
tt0413300,Spider-Man 3,PG-13,472425,6.2,2007,139,258000000,890871626,2,0.3191775623579202
tt0378109,Into the Blue,PG-13,71062,5.8,2005,110,50000000,44434439,NotAvailable,0.29518515713896465
tt0216216,The 6th Day,PG-13,112283,5.9,2000,123,82000000,96085477,3,0.26864225239870343
tt0190865,Vertical Limit,PG-13,56105,5.9,2000,124,75000000,215663859,1,0.25247673416107386
tt0844479,The Collector,R,54148,6.4,2009,90,6000000,9444018,NotAvailable,0.29517930619047617
tt2980592,The Guest,R,83983,6.7,2014,100,5000000,2700051,NotAvailable,0.4390598668818514
tt0113118,Friday,R,92977,7.3,1995,91,3500000,28215918,2,0.22055130879643964
tt0417001,Must Love Dogs,PG-13,29556,5.9,2005,98,30000000,58231520,2,0.4038069227953217
tt0448157,Hancock,PG-13,421599,6.4,2008,92,150000000,624386771,0,0.31646711354774537
tt1583421,G.I. Joe: Retaliation,PG-13,167658,5.8,2013,110,130000000,375740705,3,0.27966875879689523
tt1632708,Friends with Benefits,R,323161,6.5,2011,109,35000000,149542245,3,0.4193549341165173
tt0373889,Harry Potter and the Order of the Phoenix,PG-13,467307,7.5,2007,138,150000000,938580405,3,0.2876110974099486
tt1308728,The Happytime Murders,R,20677,5.4,2018,91,40000000,27506452,NotAvailable,0.5432506578375582
tt1458915,Tactical Force,R,5450,4.8,2011,91,8400000,148850,NotAvailable,0.2742672926402393
tt0382077,Hide and Seek,R,78979,6.0,2005,101,30000000,126809881,3,0.3590727671545828
tt0098206,Road House,R,57267,6.6,1989,114,17000000,30050028,1,0.2164491224730821
tt2140037,Jane Got a Gun,R,19572,5.9,2015,98,25000000,3067531,0,0.39481419189099
tt0245674,Thir13en Ghosts,R,75637,5.6,2001,91,42000000,68467960,1,0.2908054175789474
tt0094799,"Bright Lights, Big City",R,6917,5.7,1988,107,25000000,16118077,NotAvailable,0.2995294936853849
tt0117260,Original Gangstas,R,1411,5.7,1996,99,4800000,3718087,NotAvailable,0.22238987925423728
